Tweets,Sentiment Score,Clasifier,Result
"canada christian fined 12000 for not removing shoes sharialaw tookmeasecondtorealizeislammaga 
 ; Support Small Govt Fair MarketChristian ProLife SmallBizOwner IslamisTheProblem 2A TeamCory MVGA AmericaFirst MAGA 
 ; Support Small Govt Fair MarketChristian ProLife SmallBizOwner IslamisTheProblem 2A TeamCory MVGA AmericaFirst MAGA 
 ; Support Small Govt Fair MarketChristian ProLife SmallBizOwner IslamisTheProblem 2A TeamCory MVGA AmericaFirst MAGA 
 ; Support Small Govt Fair MarketChristian ProLife SmallBizOwner IslamisTheProblem 2A TeamCory MVGA AmericaFirst MAGA 
 ; Support Small Govt Fair MarketChristian ProLife SmallBizOwner IslamisTheProblem 2A TeamCory MVGA AmericaFirst MAGA 
 ; Support Small Govt Fair MarketChristian ProLife SmallBizOwner IslamisTheProblem 2A TeamCory MVGA AmericaFirst MAGA 
 ; Support Small Govt Fair MarketChristian ProLife SmallBizOwner IslamisTheProblem 2A TeamCory MVGA AmericaFirst MAGA 
 ; Support Small Govt Fair MarketChristian ProLife SmallBizOwner IslamisTheProblem 2A TeamCory MVGA AmericaFirst MAGA 
 ; Support Small Govt Fair MarketChristian ProLife SmallBizOwner IslamisTheProblem 2A TeamCory MVGA AmericaFirst MAGA",,,
canada is the enabler- a former nigerian man entered the home of his muslim tenants without removing his shoes was fined by hr tribunal,0.962160513,neg,Negative
canada must become more inclusive of refugees amp immigrants w disabilities inclusion,,,
"canada sending sharia-supporting muslim parliamentary secretary to oic session 
 ; Africa Online Data IronTree  httpowlyXLOa30deaN0 
 ; Africa Online Data IronTree  httpowlyXLOa30deaN0 
 ; Africa Online Data IronTree  httpowlyXLOa30deaN0 
 ; Africa Online Data IronTree  httpowlyXLOa30deaN0 
 ; Africa Online Data IronTree  httpowlyXLOa30deaN0 
 ; Africa Online Data IronTree  httpowlyXLOa30deaN0 
 ; Africa Online Data IronTree  httpowlyXLOa30deaN0 
 ; Africa Online Data IronTree  httpowlyXLOa30deaN0 
 ; Africa Online Data IronTree  httpowlyXLOa30deaN0 
 ; Africa Online Data IronTree  httpowlyXLOa30deaN0 
 ; Africa Online Data IronTree  httpowlyXLOa30deaN0 
 ; Africa Online Data IronTree  httpowlyXLOa30deaN0 
 ; Africa Online Data IronTree  httpowlyXLOa30deaN0 
 ; Africa Online Data IronTree  httpowlyXLOa30deaN0 
 ; Africa Online Data IronTree  httpowlyXLOa30deaN0 
 ; Africa Online Data IronTree  httpowlyXLOa30deaN0 
 ; Africa Online Data IronTree  httpowlyXLOa30deaN0 
 ; Africa Online Data IronTree  httpowlyXLOa30deaN0 
 ; Africa Online Data IronTree  httpowlyXLOa30deaN0 
 ; Africa Online Data IronTree  httpowlyXLOa30deaN0",0.619697916,neg,Positive
canada sends sharia-supporting muslim parliamentary secretary to oicwhich is directly opposed to freedom of speech,,,
canadas longest running muslim conference opens doors to promote multi-faith conversation jalsacanada,0.309427206,neg,Positive
"cannot be expressed better 
 ; nan",,,
cant argue that well stated,0.957553762,neg,Negative
"cant dislike a woman without being sexist cant dislike a muslim without being islamophobic cant disike a black without being racist 
 ; Animal lover Equality for women Say NO to Sharia Law  I stand with Israel  Conservative Australian Freedom of Speech includes freedom to critise ideology",,,
"cant make this updhimmi french president macron blames muslim terrorists killing raping amp enslaving the innocent on global warming 
 ; Fed up with Political Correctness Get back to Common SenseFreedom of speech  For animal welfare and open spaces Leaveeu ListBlock httpGabaiTomUngerer 
 ; Fed up with Political Correctness Get back to Common SenseFreedom of speech  For animal welfare and open spaces Leaveeu ListBlock httpGabaiTomUngerer 
 ; Fed up with Political Correctness Get back to Common SenseFreedom of speech  For animal welfare and open spaces Leaveeu ListBlock httpGabaiTomUngerer 
 ; Fed up with Political Correctness Get back to Common SenseFreedom of speech  For animal welfare and open spaces Leaveeu ListBlock httpGabaiTomUngerer 
 ; Fed up with Political Correctness Get back to Common SenseFreedom of speech  For animal welfare and open spaces Leaveeu ListBlock httpGabaiTomUngerer 
 ; Fed up with Political Correctness Get back to Common SenseFreedom of speech  For animal welfare and open spaces Leaveeu ListBlock httpGabaiTomUngerer 
 ; Fed up with Political Correctness Get back to Common SenseFreedom of speech  For animal welfare and open spaces Leaveeu ListBlock httpGabaiTomUngerer 
 ; Fed up with Political Correctness Get back to Common SenseFreedom of speech  For animal welfare and open spaces Leaveeu ListBlock httpGabaiTomUngerer 
 ; Fed up with Political Correctness Get back to Common SenseFreedom of speech  For animal welfare and open spaces Leaveeu ListBlock httpGabaiTomUngerer 
 ; Fed up with Political Correctness Get back to Common SenseFreedom of speech  For animal welfare and open spaces Leaveeu ListBlock httpGabaiTomUngerer 
 ; Fed up with Political Correctness Get back to Common SenseFreedom of speech  For animal welfare and open spaces Leaveeu ListBlock httpGabaiTomUngerer 
 ; Fed up with Political Correctness Get back to Common SenseFreedom of speech  For animal welfare and open spaces Leaveeu ListBlock httpGabaiTomUngerer 
 ; Fed up with Political Correctness Get back to Common SenseFreedom of speech  For animal welfare and open spaces Leaveeu ListBlock httpGabaiTomUngerer 
 ; Fed up with Political Correctness Get back to Common SenseFreedom of speech  For animal welfare and open spaces Leaveeu ListBlock httpGabaiTomUngerer 
 ; Fed up with Political Correctness Get back to Common SenseFreedom of speech  For animal welfare and open spaces Leaveeu ListBlock httpGabaiTomUngerer 
 ; Fed up with Political Correctness Get back to Common SenseFreedom of speech  For animal welfare and open spaces Leaveeu ListBlock httpGabaiTomUngerer 
 ; Fed up with Political Correctness Get back to Common SenseFreedom of speech  For animal welfare and open spaces Leaveeu ListBlock httpGabaiTomUngerer 
 ; Fed up with Political Correctness Get back to Common SenseFreedom of speech  For animal welfare and open spaces Leaveeu ListBlock httpGabaiTomUngerer 
 ; Fed up with Political Correctness Get back to Common SenseFreedom of speech  For animal welfare and open spaces Leaveeu ListBlock httpGabaiTomUngerer 
 ; Fed up with Political Correctness Get back to Common SenseFreedom of speech  For animal welfare and open spaces Leaveeu ListBlock httpGabaiTomUngerer 
 ; Fed up with Political Correctness Get back to Common SenseFreedom of speech  For animal welfare and open spaces Leaveeu ListBlock httpGabaiTomUngerer 
 ; Fed up with Political Correctness Get back to Common SenseFreedom of speech  For animal welfare and open spaces Leaveeu ListBlock httpGabaiTomUngerer 
 ; Fed up with Political Correctness Get back to Common SenseFreedom of speech  For animal welfare and open spaces Leaveeu ListBlock httpGabaiTomUngerer 
 ; Fed up with Political Correctness Get back to Common SenseFreedom of speech  For animal welfare and open spaces Leaveeu ListBlock httpGabaiTomUngerer 
 ; Fed up with Political Correctness Get back to Common SenseFreedom of speech  For animal welfare and open spaces Leaveeu ListBlock httpGabaiTomUngerer 
 ; Fed up with Political Correctness Get back to Common SenseFreedom of speech  For animal welfare and open spaces Leaveeu ListBlock httpGabaiTomUngerer 
 ; Fed up with Political Correctness Get back to Common SenseFreedom of speech  For animal welfare and open spaces Leaveeu ListBlock httpGabaiTomUngerer 
 ; Fed up with Political Correctness Get back to Common SenseFreedom of speech  For animal welfare and open spaces Leaveeu ListBlock httpGabaiTomUngerer 
 ; Fed up with Political Correctness Get back to Common SenseFreedom of speech  For animal welfare and open spaces Leaveeu ListBlock httpGabaiTomUngerer 
 ; Fed up with Political Correctness Get back to Common SenseFreedom of speech  For animal welfare and open spaces Leaveeu ListBlock httpGabaiTomUngerer 
 ; Fed up with Political Correctness Get back to Common SenseFreedom of speech  For animal welfare and open spaces Leaveeu ListBlock httpGabaiTomUngerer 
 ; Fed up with Political Correctness Get back to Common SenseFreedom of speech  For animal welfare and open spaces Leaveeu ListBlock httpGabaiTomUngerer",0.956641638,neg,Negative
